StartTime,EndTime,Device,SensorName,TotalCount
2021-05-27 17:00:41.102155,2021-05-27 17:30:41.102227,skywave,Sensor #1 N1,970
2021-05-27 17:00:41.102155,2021-05-27 17:30:41.102227,skywave,Sensor #2 N2,972
2021-05-27 17:00:41.102155,2021-05-27 17:30:41.102227,skywave,Sensor #3,973
2021-05-27 17:00:41.102155,2021-05-27 17:30:41.102227,skywave,Sensor #4,972
2021-05-27 17:00:41.102155,2021-05-27 17:30:41.102227,skywave,Sensor #5,1002
2021-05-27 17:00:41.102155,2021-05-27 17:30:41.102227,skywave,Sensor #6,0
2021-05-27 17:00:41.102155,2021-05-27 17:30:41.102227,skywave,Sensor #7,0
2021-05-27 17:00:41.102155,2021-05-27 17:30:41.102227,skywave,Sensor #8,0
2021-05-27 17:00:41.102155,2021-05-27 17:30:41.102227,skywave,Sensor #9,0
2021-05-27 17:00:41.102155,2021-05-27 17:30:41.102227,skywave,Sensor #10,0
2021-05-27 17:00:41.102155,2021-05-27 17:30:41.102227,skywave,Sensor #11,0
2021-05-27 17:00:41.102155,2021-05-27 17:30:41.102227,skywave,Sensor #12,0
2021-05-27 17:00:41.102155,2021-05-27 17:30:41.102227,skywave,Sensor #13,0
2021-05-27 17:00:41.102155,2021-05-27 17:30:41.102227,skywave,Sensor #14,0
2021-05-27 17:00:41.102155,2021-05-27 17:30:41.102227,skywave,Sensor #15,0
2021-05-27 17:00:41.102155,2021-05-27 17:30:41.102227,skywave,Sensor #16,0
