StartTime,EndTime,Device,SensorName,TotalCount
2020-11-20 16:54:04.132112,2020-11-20 17:24:04.132182,skywave,Sensor #1,1344
2020-11-20 16:54:04.132112,2020-11-20 17:24:04.132182,skywave,Sensor #2,1379
2020-11-20 16:54:04.132112,2020-11-20 17:24:04.132182,skywave,Sensor #3,1
2020-11-20 16:54:04.132112,2020-11-20 17:24:04.132182,skywave,Sensor #4,0
2020-11-20 16:54:04.132112,2020-11-20 17:24:04.132182,skywave,Sensor #5,0
2020-11-20 16:54:04.132112,2020-11-20 17:24:04.132182,skywave,Sensor #6,0
2020-11-20 16:54:04.132112,2020-11-20 17:24:04.132182,skywave,Sensor #7,1342
2020-11-20 16:54:04.132112,2020-11-20 17:24:04.132182,skywave,Sensor #8,1343
2020-11-20 16:54:04.132112,2020-11-20 17:24:04.132182,skywave,Sensor #9,0
2020-11-20 16:54:04.132112,2020-11-20 17:24:04.132182,skywave,Sensor #10,0
2020-11-20 16:54:04.132112,2020-11-20 17:24:04.132182,skywave,Sensor #11,0
2020-11-20 16:54:04.132112,2020-11-20 17:24:04.132182,skywave,Sensor #12,0
2020-11-20 16:54:04.132112,2020-11-20 17:24:04.132182,skywave,Sensor #13,2
2020-11-20 16:54:04.132112,2020-11-20 17:24:04.132182,skywave,Sensor #14,0
2020-11-20 16:54:04.132112,2020-11-20 17:24:04.132182,skywave,Sensor #15,0
2020-11-20 16:54:04.132112,2020-11-20 17:24:04.132182,skywave,Sensor #16,0
