StartTime,EndTime,Device,SensorName,TotalCount
2020-11-19 20:13:32.809417,2020-11-19 20:43:32.809488,skywave,Sensor #1,1692
2020-11-19 20:13:32.809417,2020-11-19 20:43:32.809488,skywave,Sensor #2,1694
2020-11-19 20:13:32.809417,2020-11-19 20:43:32.809488,skywave,Sensor #3,1694
2020-11-19 20:13:32.809417,2020-11-19 20:43:32.809488,skywave,Sensor #4,1694
2020-11-19 20:13:32.809417,2020-11-19 20:43:32.809488,skywave,Sensor #5,1700
2020-11-19 20:13:32.809417,2020-11-19 20:43:32.809488,skywave,Sensor #6,1697
2020-11-19 20:13:32.809417,2020-11-19 20:43:32.809488,skywave,Sensor #7,1806
2020-11-19 20:13:32.809417,2020-11-19 20:43:32.809488,skywave,Sensor #8,1786
2020-11-19 20:13:32.809417,2020-11-19 20:43:32.809488,skywave,Sensor #9,1705
2020-11-19 20:13:32.809417,2020-11-19 20:43:32.809488,skywave,Sensor #10,1696
2020-11-19 20:13:32.809417,2020-11-19 20:43:32.809488,skywave,Sensor #11,1707
2020-11-19 20:13:32.809417,2020-11-19 20:43:32.809488,skywave,Sensor #12,1708
2020-11-19 20:13:32.809417,2020-11-19 20:43:32.809488,skywave,Sensor #13,1694
2020-11-19 20:13:32.809417,2020-11-19 20:43:32.809488,skywave,Sensor #14,2247
2020-11-19 20:13:32.809417,2020-11-19 20:43:32.809488,skywave,Sensor #15,1660
2020-11-19 20:13:32.809417,2020-11-19 20:43:32.809488,skywave,Sensor #16,1690
