StartTime,EndTime,Device,SensorName,TotalCount
2020-11-20 07:13:32.870727,2020-11-20 07:43:32.870798,skywave,Sensor #1,1956
2020-11-20 07:13:32.870727,2020-11-20 07:43:32.870798,skywave,Sensor #2,1961
2020-11-20 07:13:32.870727,2020-11-20 07:43:32.870798,skywave,Sensor #3,1958
2020-11-20 07:13:32.870727,2020-11-20 07:43:32.870798,skywave,Sensor #4,1962
2020-11-20 07:13:32.870727,2020-11-20 07:43:32.870798,skywave,Sensor #5,1970
2020-11-20 07:13:32.870727,2020-11-20 07:43:32.870798,skywave,Sensor #6,1966
2020-11-20 07:13:32.870727,2020-11-20 07:43:32.870798,skywave,Sensor #7,2069
2020-11-20 07:13:32.870727,2020-11-20 07:43:32.870798,skywave,Sensor #8,2060
2020-11-20 07:13:32.870727,2020-11-20 07:43:32.870798,skywave,Sensor #9,1971
2020-11-20 07:13:32.870727,2020-11-20 07:43:32.870798,skywave,Sensor #10,1967
2020-11-20 07:13:32.870727,2020-11-20 07:43:32.870798,skywave,Sensor #11,1970
2020-11-20 07:13:32.870727,2020-11-20 07:43:32.870798,skywave,Sensor #12,1974
2020-11-20 07:13:32.870727,2020-11-20 07:43:32.870798,skywave,Sensor #13,1962
2020-11-20 07:13:32.870727,2020-11-20 07:43:32.870798,skywave,Sensor #14,2461
2020-11-20 07:13:32.870727,2020-11-20 07:43:32.870798,skywave,Sensor #15,1917
2020-11-20 07:13:32.870727,2020-11-20 07:43:32.870798,skywave,Sensor #16,1956
