StartTime,EndTime,Device,SensorName,TotalCount
2020-11-19 17:43:32.791294,2020-11-19 18:13:32.791373,skywave,Sensor #1,1584
2020-11-19 17:43:32.791294,2020-11-19 18:13:32.791373,skywave,Sensor #2,1587
2020-11-19 17:43:32.791294,2020-11-19 18:13:32.791373,skywave,Sensor #3,1597
2020-11-19 17:43:32.791294,2020-11-19 18:13:32.791373,skywave,Sensor #4,1604
2020-11-19 17:43:32.791294,2020-11-19 18:13:32.791373,skywave,Sensor #5,1605
2020-11-19 17:43:32.791294,2020-11-19 18:13:32.791373,skywave,Sensor #6,1607
2020-11-19 17:43:32.791294,2020-11-19 18:13:32.791373,skywave,Sensor #7,2376
2020-11-19 17:43:32.791294,2020-11-19 18:13:32.791373,skywave,Sensor #8,1611
2020-11-19 17:43:32.791294,2020-11-19 18:13:32.791373,skywave,Sensor #9,1591
2020-11-19 17:43:32.791294,2020-11-19 18:13:32.791373,skywave,Sensor #10,1600
2020-11-19 17:43:32.791294,2020-11-19 18:13:32.791373,skywave,Sensor #11,1616
2020-11-19 17:43:32.791294,2020-11-19 18:13:32.791373,skywave,Sensor #12,1623
2020-11-19 17:43:32.791294,2020-11-19 18:13:32.791373,skywave,Sensor #13,1595
2020-11-19 17:43:32.791294,2020-11-19 18:13:32.791373,skywave,Sensor #14,1997
2020-11-19 17:43:32.791294,2020-11-19 18:13:32.791373,skywave,Sensor #15,1573
2020-11-19 17:43:32.791294,2020-11-19 18:13:32.791373,skywave,Sensor #16,1580
